n_neighbors,weights,algorithm,solver name,r2 score,rmse score
1,uniform,brute,sol,0.6203074801296441,0.7834518435406057
1,distance,ball_tree,ebglucose,0.5585059440111586,0.831861318604363
1,distance,ball_tree,ebminisat,0.5448813132965362,1.0925515044097431
1,distance,ball_tree,glucose2,0.6254044631852224,0.784034835494306
1,distance,ball_tree,glueminisat,0.6310033154329785,0.9753320606414935
1,distance,ball_tree,lingeling,0.5265232989019994,0.974654862833393
1,distance,ball_tree,lrglshr,0.5780636750232382,1.0373463479922844
1,distance,ball_tree,minisatpsm,0.5734410473682641,0.8823901128657701
1,distance,ball_tree,mphaseSAT64,0.6121939872815372,0.9703211913471655
1,distance,ball_tree,precosat,0.5933615738485949,0.996584649610683
1,distance,ball_tree,qutersat,0.5825593333950643,0.8748443734943119
1,distance,ball_tree,rcl,0.6328014695764272,0.8088458655314006
1,distance,ball_tree,restartsat,0.6076518100445221,1.010821431840061
1,distance,ball_tree,cryptominisat2011,0.6088630543545472,0.9544576335147716
1,distance,ball_tree,spear-sw,0.635927548809663,0.9294361280051461
1,distance,ball_tree,spear-hw,0.6965775323255935,0.8215757271468906
1,distance,ball_tree,eagleup,0.7785438818565731,0.5983115913656422
1,distance,ball_tree,sparrow,0.6740957489651447,0.8660920507625809
1,distance,ball_tree,marchrw,0.8405060372793187,0.6023965843677873
1,distance,ball_tree,mphaseSATm,0.7748075710148765,0.7579754727362643
1,distance,ball_tree,satime11,0.47801843381033615,1.0346923264270242
1,distance,ball_tree,tnm,0.5322822693431521,0.9503708441522902
1,distance,ball_tree,mxc09,0.5533153671946434,1.041511933973977
1,distance,ball_tree,gnoveltyp2,0.5895892892674601,0.9320509955372904
1,distance,ball_tree,sattime,0.5154653600323524,1.0058327530723727
1,distance,ball_tree,sattimep,0.5206332561664325,0.9719170658660401
1,distance,ball_tree,clasp2,0.6290286187595189,0.8957210670505453
1,distance,ball_tree,clasp1,0.6294858713063407,0.8834264962148345
1,distance,ball_tree,picosat,0.6592149724707819,0.9984919707933537
1,distance,ball_tree,mphaseSAT,0.753496986698739,0.7909668903237379
1,distance,ball_tree,sapperlot,0.6347361938465601,0.9478072935193337
1,distance,ball_tree,sol,0.6206092653213193,0.7831404321334646
1,distance,kd_tree,ebglucose,0.5585059440111586,0.831861318604363
1,distance,kd_tree,ebminisat,0.5448813132965362,1.0925515044097431
1,distance,kd_tree,glucose2,0.6254044631852224,0.784034835494306
1,distance,kd_tree,glueminisat,0.6310033154329785,0.9753320606414935
1,distance,kd_tree,lingeling,0.5265232989019994,0.974654862833393
1,distance,kd_tree,lrglshr,0.5780636750232382,1.0373463479922844
1,distance,kd_tree,minisatpsm,0.5734410473682641,0.8823901128657701
1,distance,kd_tree,mphaseSAT64,0.6121939872815372,0.9703211913471655
1,distance,kd_tree,precosat,0.5933615738485949,0.996584649610683
1,distance,kd_tree,qutersat,0.5825593333950643,0.8748443734943119
1,distance,kd_tree,rcl,0.6328014695764272,0.8088458655314006
1,distance,kd_tree,restartsat,0.6076518100445221,1.010821431840061
1,distance,kd_tree,cryptominisat2011,0.6088630543545472,0.9544576335147716
1,distance,kd_tree,spear-sw,0.635927548809663,0.9294361280051461
1,distance,kd_tree,spear-hw,0.6965775323255935,0.8215757271468906
1,distance,kd_tree,eagleup,0.7785438818565731,0.5983115913656422
1,distance,kd_tree,sparrow,0.6740957489651447,0.8660920507625809
1,distance,kd_tree,marchrw,0.8405060372793187,0.6023965843677873
1,distance,kd_tree,mphaseSATm,0.7748075710148765,0.7579754727362643
1,distance,kd_tree,satime11,0.47801843381033615,1.0346923264270242
1,distance,kd_tree,tnm,0.5322822693431521,0.9503708441522902
1,distance,kd_tree,mxc09,0.5533153671946434,1.041511933973977
1,distance,kd_tree,gnoveltyp2,0.5895892892674601,0.9320509955372904
1,distance,kd_tree,sattime,0.5154653600323524,1.0058327530723727
1,distance,kd_tree,sattimep,0.5206332561664325,0.9719170658660401
1,distance,kd_tree,clasp2,0.6290286187595189,0.8957210670505453
1,distance,kd_tree,clasp1,0.6294858713063407,0.8834264962148345
1,distance,kd_tree,picosat,0.6592149724707819,0.9984919707933537
1,distance,kd_tree,mphaseSAT,0.753496986698739,0.7909668903237379
1,distance,kd_tree,sapperlot,0.6347361938465601,0.9478072935193337
1,distance,kd_tree,sol,0.6206092653213193,0.7831404321334646
1,distance,brute,ebglucose,0.5579736158899327,0.832362672772768
1,distance,brute,ebminisat,0.5447684222032156,1.0926869983917389
1,distance,brute,glucose2,0.6249302435646895,0.7845309533980553
1,distance,brute,glueminisat,0.6306444502021917,0.9758062216846559
1,distance,brute,lingeling,0.5260125581863884,0.9751804026855506
1,distance,brute,lrglshr,0.5780642964981122,1.0373455840323098
1,distance,brute,minisatpsm,0.5731903517329195,0.8826493722902558
1,distance,brute,mphaseSAT64,0.6121830704657599,0.9703348486175492
1,distance,brute,precosat,0.5930736997118229,0.9969373464663048
1,distance,brute,qutersat,0.5824877811046236,0.8749193475463659
1,distance,brute,rcl,0.6322400657609658,0.8094639449729097
1,distance,brute,restartsat,0.6076420643099913,1.0108339859137268
1,distance,brute,cryptominisat2011,0.6072997140053653,0.956363173413694
1,distance,brute,spear-sw,0.636066162587082,0.9292591784486195
1,distance,brute,spear-hw,0.6965762771554779,0.821577426454529
1,distance,brute,eagleup,0.7785438818565731,0.5983115913656422
1,distance,brute,sparrow,0.6740957489651447,0.8660920507625809
1,distance,brute,marchrw,0.8404460018866728,0.6025099482602239
1,distance,brute,mphaseSATm,0.7747705990541591,0.758037692166529
1,distance,brute,satime11,0.47801843381033615,1.0346923264270242
1,distance,brute,tnm,0.5322822693431521,0.9503708441522902
1,distance,brute,mxc09,0.5532071553962283,1.041638082319155
1,distance,brute,gnoveltyp2,0.5895892892674601,0.9320509955372904
1,distance,brute,sattime,0.5154653600323524,1.0058327530723727
1,distance,brute,sattimep,0.5206332561664325,0.9719170658660401
1,distance,brute,clasp2,0.6284830620325724,0.8963794562820901
1,distance,brute,clasp1,0.6292177947866029,0.8837460293450065
1,distance,brute,picosat,0.6592052352008565,0.9985062356753212
1,distance,brute,mphaseSAT,0.7535005946908364,0.7909611017277001
1,distance,brute,sapperlot,0.6347184585863519,0.9478303034708445
1,distance,brute,sol,0.6203074801296441,0.7834518435406057
2,uniform,ball_tree,ebglucose,0.4992751221972951,0.8859069001656533
2,uniform,ball_tree,ebminisat,0.5547600018794439,1.0806291332156148
2,uniform,ball_tree,glucose2,0.5510274339408023,0.8583491123512779
2,uniform,ball_tree,glueminisat,0.5772084479318524,1.0440094236936663
2,uniform,ball_tree,lingeling,0.5435200973733497,0.957000970647811
2,uniform,ball_tree,lrglshr,0.5436917337254801,1.0787715700987008
2,uniform,ball_tree,minisatpsm,0.5881595698166301,0.8670329292388012
2,uniform,ball_tree,mphaseSAT64,0.541027690309011,1.0556051237416948
2,uniform,ball_tree,precosat,0.5727279242405761,1.0215561456074616
2,uniform,ball_tree,qutersat,0.5316211475677424,0.9266848532457481
2,uniform,ball_tree,rcl,0.5781009107021886,0.8670009965373194
2,uniform,ball_tree,restartsat,0.5704542650593966,1.0576532794024998
2,uniform,ball_tree,cryptominisat2011,0.5786589896531609,0.9906245846707068
2,uniform,ball_tree,spear-sw,0.6591150705276744,0.8993516623509747
2,uniform,ball_tree,spear-hw,0.7196977501677237,0.789654334572376
2,uniform,ball_tree,eagleup,0.8386351270901027,0.510726126886852
2,uniform,ball_tree,sparrow,0.7239692837859154,0.7970723537583718
2,uniform,ball_tree,marchrw,0.7442818065273222,0.7627657611853758
2,uniform,ball_tree,mphaseSATm,0.7216459123160723,0.8427078928698645
2,uniform,ball_tree,satime11,0.6098940090689504,0.8944888989580441
2,uniform,ball_tree,tnm,0.6277975369031186,0.8477949179048676
2,uniform,ball_tree,mxc09,0.5619997518494667,1.0313377701395023
2,uniform,ball_tree,gnoveltyp2,0.6964441257223007,0.8015851303475182
2,uniform,ball_tree,sattime,0.5823566702406742,0.9338263684719991
2,uniform,ball_tree,sattimep,0.6493848320988636,0.8312097087845348
2,uniform,ball_tree,clasp2,0.6522874038059081,0.8671870765981613
2,uniform,ball_tree,clasp1,0.6297607245746006,0.8830987655181798
2,uniform,ball_tree,picosat,0.6306257686718952,1.0395314219515037
2,uniform,ball_tree,mphaseSAT,0.7024951917060862,0.8689487899009507
2,uniform,ball_tree,sapperlot,0.5882482923840479,1.0063161224175685
2,uniform,ball_tree,sol,0.6085559521163907,0.7954834214537928
2,uniform,kd_tree,ebglucose,0.4992751221972951,0.8859069001656533
2,uniform,kd_tree,ebminisat,0.5547600018794439,1.0806291332156148
2,uniform,kd_tree,glucose2,0.5510274339408023,0.8583491123512779
2,uniform,kd_tree,glueminisat,0.5772084479318524,1.0440094236936663
2,uniform,kd_tree,lingeling,0.5435200973733497,0.957000970647811
2,uniform,kd_tree,lrglshr,0.5436917337254801,1.0787715700987008
2,uniform,kd_tree,minisatpsm,0.5881595698166301,0.8670329292388012
2,uniform,kd_tree,mphaseSAT64,0.541027690309011,1.0556051237416948
2,uniform,kd_tree,precosat,0.5727279242405761,1.0215561456074616
2,uniform,kd_tree,qutersat,0.5316211475677424,0.9266848532457481
2,uniform,kd_tree,rcl,0.5781009107021886,0.8670009965373194
2,uniform,kd_tree,restartsat,0.5704542650593966,1.0576532794024998
2,uniform,kd_tree,cryptominisat2011,0.5786589896531609,0.9906245846707068
2,uniform,kd_tree,spear-sw,0.6591150705276744,0.8993516623509747
2,uniform,kd_tree,spear-hw,0.7196977501677237,0.789654334572376
2,uniform,kd_tree,eagleup,0.8386351270901027,0.510726126886852
2,uniform,kd_tree,sparrow,0.7239692837859154,0.7970723537583718
2,uniform,kd_tree,marchrw,0.7442818065273222,0.7627657611853758
2,uniform,kd_tree,mphaseSATm,0.7216459123160723,0.8427078928698645
2,uniform,kd_tree,satime11,0.6098940090689504,0.8944888989580441
2,uniform,kd_tree,tnm,0.6277975369031186,0.8477949179048676
2,uniform,kd_tree,mxc09,0.5619997518494667,1.0313377701395023
2,uniform,kd_tree,gnoveltyp2,0.6964441257223007,0.8015851303475182
2,uniform,kd_tree,sattime,0.5823566702406742,0.9338263684719991
2,uniform,kd_tree,sattimep,0.6493848320988636,0.8312097087845348
2,uniform,kd_tree,clasp2,0.6522874038059081,0.8671870765981613
2,uniform,kd_tree,clasp1,0.6297607245746006,0.8830987655181798
2,uniform,kd_tree,picosat,0.6306257686718952,1.0395314219515037
2,uniform,kd_tree,mphaseSAT,0.7024951917060862,0.8689487899009507
2,uniform,kd_tree,sapperlot,0.5882482923840479,1.0063161224175685
2,uniform,kd_tree,sol,0.6085559521163907,0.7954834214537928
2,uniform,brute,ebglucose,0.50030894358646,0.8849918839872509
2,uniform,brute,ebminisat,0.5550749680286751,1.0802468429753327
2,uniform,brute,glucose2,0.552142383489717,0.8572826654068041
2,uniform,brute,glueminisat,0.5782104175363233,1.0427715959687178
2,uniform,brute,lingeling,0.5451317964212153,0.9553100293890293
2,uniform,brute,lrglshr,0.5436663553549123,1.0788015685515415
2,uniform,brute,minisatpsm,0.5885567960030413,0.8666146953240396
2,uniform,brute,mphaseSAT64,0.541076825578259,1.0555486183391676
2,uniform,brute,precosat,0.5730718292563922,1.0211449450826173
2,uniform,brute,qutersat,0.5317941224034972,0.9265137225878738
2,uniform,brute,rcl,0.5788736044709132,0.8662066913320193
2,uniform,brute,restartsat,0.5704705608710691,1.0576332169496308
2,uniform,brute,cryptominisat2011,0.5859104206388176,0.9820630847036015
2,uniform,brute,spear-sw,0.6584615073997233,0.9002133924717683
2,uniform,brute,spear-hw,0.7197018085957169,0.789648617945309
2,uniform,brute,eagleup,0.8386351270901027,0.510726126886852
2,uniform,brute,sparrow,0.7239692837859154,0.7970723537583718
2,uniform,brute,marchrw,0.7444643516488544,0.7624934613841333
2,uniform,brute,mphaseSATm,0.7217318393923597,0.8425778121242185
2,uniform,brute,satime11,0.6098940090689504,0.8944888989580441
2,uniform,brute,tnm,0.6277975369031186,0.8477949179048676
2,uniform,brute,mxc09,0.5624637705276712,1.0307913243269355
2,uniform,brute,gnoveltyp2,0.6964441257223007,0.8015851303475182
2,uniform,brute,sattime,0.5823566702406742,0.9338263684719991
2,uniform,brute,sattimep,0.6493848320988636,0.8312097087845348
2,uniform,brute,clasp2,0.6536410102180636,0.8654974993054875
2,uniform,brute,clasp1,0.6304747548957685,0.882246798089114
2,uniform,brute,picosat,0.630644714737226,1.0395047616147493
2,uniform,brute,mphaseSAT,0.7024865246806047,0.8689614470853804
2,uniform,brute,sapperlot,0.5883208325309354,1.0062274748984703
2,uniform,brute,sol,0.609209121160442,0.7948194669543531
2,distance,ball_tree,ebglucose,0.5864394228076154,0.8051152745645529
2,distance,ball_tree,ebminisat,0.6235288832574144,0.9936774098765516
2,distance,ball_tree,glucose2,0.642820403399817,0.7655919903705928
2,distance,ball_tree,glueminisat,0.6607012861060997,0.9352600314682131
2,distance,ball_tree,lingeling,0.6087954601554826,0.8859383272781023
2,distance,ball_tree,lrglshr,0.6139355425572455,0.9922708533717728
2,distance,ball_tree,minisatpsm,0.667584810290129,0.778953499677652
2,distance,ball_tree,mphaseSAT64,0.6226561325953709,0.9571431492657555
2,distance,ball_tree,precosat,0.6410187819622237,0.9363664595134051
2,distance,ball_tree,qutersat,0.5911705700523329,0.8657739235458194
2,distance,ball_tree,rcl,0.6596874771287509,0.7786714794631436
2,distance,ball_tree,restartsat,0.6448335269658885,0.9617331721542736
2,distance,ball_tree,cryptominisat2011,0.6377098571092058,0.9185874224725973
2,distance,ball_tree,spear-sw,0.722215894275563,0.8118566218098647
2,distance,ball_tree,spear-hw,0.7728051438223026,0.7109236780099529
2,distance,ball_tree,eagleup,0.8358508486751728,0.515113457451593
2,distance,ball_tree,sparrow,0.7565572827908881,0.7485441717765648
2,distance,ball_tree,marchrw,0.8274759402323222,0.6265203921608782
2,distance,ball_tree,mphaseSATm,0.7916780626300106,0.7290306087296342
2,distance,ball_tree,satime11,0.6405743891251855,0.8585946043927092
2,distance,ball_tree,tnm,0.6687259318809043,0.7998248771068833
2,distance,ball_tree,mxc09,0.6311798790403425,0.9463919720936007
2,distance,ball_tree,gnoveltyp2,0.719627479216109,0.7703676810117974
2,distance,ball_tree,sattime,0.6406673002480805,0.8661871334497396
2,distance,ball_tree,sattimep,0.6740792043032665,0.8014036077231222
2,distance,ball_tree,clasp2,0.7027294457366526,0.8018230406710506
2,distance,ball_tree,clasp1,0.6839837707849808,0.8158733122931262
2,distance,ball_tree,picosat,0.6833381051721514,0.9625032999131192
2,distance,ball_tree,mphaseSAT,0.7729837501344482,0.759059221567092
2,distance,ball_tree,sapperlot,0.6586306575158944,0.9162816390463402
2,distance,ball_tree,sol,0.6806709586211916,0.7184813422999553
2,distance,kd_tree,ebglucose,0.5864394228076154,0.8051152745645529
2,distance,kd_tree,ebminisat,0.6235288832574144,0.9936774098765516
2,distance,kd_tree,glucose2,0.642820403399817,0.7655919903705928
2,distance,kd_tree,glueminisat,0.6607012861060997,0.9352600314682131
2,distance,kd_tree,lingeling,0.6087954601554826,0.8859383272781023
2,distance,kd_tree,lrglshr,0.6139355425572455,0.9922708533717728
2,distance,kd_tree,minisatpsm,0.667584810290129,0.778953499677652
2,distance,kd_tree,mphaseSAT64,0.6226561325953709,0.9571431492657555
2,distance,kd_tree,precosat,0.6410187819622237,0.9363664595134051
2,distance,kd_tree,qutersat,0.5911705700523329,0.8657739235458194
2,distance,kd_tree,rcl,0.6596874771287509,0.7786714794631436
2,distance,kd_tree,restartsat,0.6448335269658885,0.9617331721542736
2,distance,kd_tree,cryptominisat2011,0.6377098571092058,0.9185874224725973
2,distance,kd_tree,spear-sw,0.722215894275563,0.8118566218098647
2,distance,kd_tree,spear-hw,0.7728051438223026,0.7109236780099529
2,distance,kd_tree,eagleup,0.8358508486751728,0.515113457451593
2,distance,kd_tree,sparrow,0.7565572827908881,0.7485441717765648
2,distance,kd_tree,marchrw,0.8274759402323222,0.6265203921608782
2,distance,kd_tree,mphaseSATm,0.7916780626300106,0.7290306087296342
2,distance,kd_tree,satime11,0.6405743891251855,0.8585946043927092
2,distance,kd_tree,tnm,0.6687259318809043,0.7998248771068833
2,distance,kd_tree,mxc09,0.6311798790403425,0.9463919720936007
2,distance,kd_tree,gnoveltyp2,0.719627479216109,0.7703676810117974
2,distance,kd_tree,sattime,0.6406673002480805,0.8661871334497396
2,distance,kd_tree,sattimep,0.6740792043032665,0.8014036077231222
2,distance,kd_tree,clasp2,0.7027294457366526,0.8018230406710506
2,distance,kd_tree,clasp1,0.6839837707849808,0.8158733122931262
2,distance,kd_tree,picosat,0.6833381051721514,0.9625032999131192
2,distance,kd_tree,mphaseSAT,0.7729837501344482,0.759059221567092
2,distance,kd_tree,sapperlot,0.6586306575158944,0.9162816390463402
2,distance,kd_tree,sol,0.6806709586211916,0.7184813422999553
2,distance,brute,ebglucose,0.5871459846376623,0.804427217077123
2,distance,brute,ebminisat,0.6237394586606524,0.9933994691796473
2,distance,brute,glucose2,0.643583963297335,0.76477323126408
2,distance,brute,glueminisat,0.6613755303373903,0.9343303090127413
2,distance,brute,lingeling,0.609920418058958,0.8846635966103108
2,distance,brute,lrglshr,0.6139197506429688,0.9922911475165891
2,distance,brute,minisatpsm,0.6678573645112835,0.7786340939952355
2,distance,brute,mphaseSAT64,0.6226892782854314,0.957101110863093
2,distance,brute,precosat,0.6412487398186407,0.9360665004800037
2,distance,brute,qutersat,0.5912936860690814,0.8656435529621227
2,distance,brute,rcl,0.6602069096293356,0.7780769939490534
2,distance,brute,restartsat,0.644844771475846,0.9617179478796767
2,distance,brute,cryptominisat2011,0.6422916783581178,0.9127603315700229
2,distance,brute,spear-sw,0.7218271644509141,0.8124244774630625
2,distance,brute,spear-hw,0.772807828765645,0.710919477220666
2,distance,brute,eagleup,0.8358508486751719,0.5151134574515944
2,distance,brute,sparrow,0.7565572826824127,0.7485441719433362
2,distance,brute,marchrw,0.8275943416289055,0.626305368177341
2,distance,brute,mphaseSATm,0.7917364726474254,0.7289283975166001
2,distance,brute,satime11,0.6405743889743798,0.8585946045728312
2,distance,brute,tnm,0.6687259317125835,0.7998248773100796
2,distance,brute,mxc09,0.631494618519084,0.945988075351338
2,distance,brute,gnoveltyp2,0.7196274792161077,0.7703676810117993
2,distance,brute,sattime,0.6406672999624539,0.8661871337939973
2,distance,brute,sattimep,0.6740792041986186,0.8014036078517812
2,distance,brute,clasp2,0.7036253385800664,0.8006138903587037
2,distance,brute,clasp1,0.6844524242002623,0.8152681160323882
2,distance,brute,picosat,0.6833507875827662,0.9624840254369483
2,distance,brute,mphaseSAT,0.772977677869976,0.7590693732137795
2,distance,brute,sapperlot,0.6586787672918062,0.9162170701877876
2,distance,brute,sol,0.6810932178413162,0.7180061494856325
3,uniform,ball_tree,ebglucose,0.4989747141179067,0.8861726086391982
3,uniform,ball_tree,ebminisat,0.556496011062677,1.0785203668048116
3,uniform,ball_tree,glucose2,0.5211981954291359,0.886404494066592
3,uniform,ball_tree,glueminisat,0.559832685985781,1.0652466156916833
3,uniform,ball_tree,lingeling,0.5043589624220635,0.997206673351042
3,uniform,ball_tree,lrglshr,0.5314030720624875,1.0932010570023336
3,uniform,ball_tree,minisatpsm,0.571355933662173,0.884544141924403
3,uniform,ball_tree,mphaseSAT64,0.49958281462939935,1.1022354002396675
3,uniform,ball_tree,precosat,0.5575605919586819,1.0395296639476261
3,uniform,ball_tree,qutersat,0.5128722241294525,0.9450501866005336
3,uniform,ball_tree,rcl,0.5489993414897809,0.8964042164882288
3,uniform,ball_tree,restartsat,0.5687122267434037,1.0597957849762711
3,uniform,ball_tree,cryptominisat2011,0.582364563691909,0.9862588342193536
3,uniform,ball_tree,spear-sw,0.6253596863740221,0.9428289193777044
3,uniform,ball_tree,spear-hw,0.6944720347245708,0.8244213226255781
3,uniform,ball_tree,eagleup,0.752217726640096,0.6328760950095915
3,uniform,ball_tree,sparrow,0.6959965346496015,0.8364852878158987
3,uniform,ball_tree,marchrw,0.6741514681886278,0.8610299550661479
3,uniform,ball_tree,mphaseSATm,0.668695827019837,0.9193729314835334
3,uniform,ball_tree,satime11,0.559066207676645,0.9509777086121749
3,uniform,ball_tree,tnm,0.6178560521086011,0.8590425591960992
3,uniform,ball_tree,mxc09,0.5581187255835074,1.035896924392109
3,uniform,ball_tree,gnoveltyp2,0.6402941169611012,0.8725776842653713
3,uniform,ball_tree,sattime,0.5590538576852652,0.9595246405363579
3,uniform,ball_tree,sattimep,0.6145543476075375,0.8715189464814114
3,uniform,ball_tree,clasp2,0.6382583554508767,0.8845081513441625
3,uniform,ball_tree,clasp1,0.6185142525778523,0.8964110316382414
3,uniform,ball_tree,picosat,0.6482563252667101,1.0144192274311845
3,uniform,ball_tree,mphaseSAT,0.6544705445356493,0.9364610660275268
3,uniform,ball_tree,sapperlot,0.5532612922400001,1.048198461708482
3,uniform,ball_tree,sol,0.5722807226881116,0.8315257417090924
3,uniform,kd_tree,ebglucose,0.4989747141179067,0.8861726086391982
3,uniform,kd_tree,ebminisat,0.556496011062677,1.0785203668048116
3,uniform,kd_tree,glucose2,0.5211981954291359,0.886404494066592
3,uniform,kd_tree,glueminisat,0.559832685985781,1.0652466156916833
3,uniform,kd_tree,lingeling,0.5043589624220635,0.997206673351042
3,uniform,kd_tree,lrglshr,0.5314030720624875,1.0932010570023336
