max_features,n_estimators,min_samples_split,solver name,r2 score,rmse score
auto,100,0.8,sparrow,-2.5793970625409557e-05,1.517136443881358
auto,100,0.8,marchrw,-1.59811019084799e-07,1.5083787699141917
auto,100,0.8,mphaseSATm,-0.003392720672467986,1.5999769751893784
auto,100,0.8,satime11,-0.00021547222245721365,1.4322882506643924
auto,100,0.8,tnm,-0.00035022267411588537,1.3898797390227409
auto,100,0.8,mxc09,-0.001337574543192499,1.5593873299415908
auto,100,0.8,gnoveltyp2,-0.00035038938939502273,1.455145445327535
auto,100,0.8,sattime,-0.00016958420400081664,1.445107582400927
auto,100,0.8,sattimep,-4.0289381871838614e-05,1.4037960167463346
auto,100,0.8,clasp2,-0.003864705623898068,1.4734661998951764
auto,100,0.8,clasp1,-0.0010967111019852815,1.4521318508960186
auto,100,0.8,picosat,-0.002940960107671531,1.712939436846431
auto,100,0.8,mphaseSAT,-0.004548790789212331,1.596734488000299
auto,100,0.8,sapperlot,-0.0008433864587795714,1.568916346951879
auto,100,0.8,sol,-0.0001228032629083664,1.2715192833008735
auto,100,1.0,ebglucose,-0.0008700464178188483,1.2524988787578741
auto,100,1.0,ebminisat,-0.0009749269555205942,1.620284155652989
auto,100,1.0,glucose2,-0.0007091861905561547,1.2814687007643677
auto,100,1.0,glueminisat,-0.001029391492826326,1.606440641628984
auto,100,1.0,lingeling,-0.0015419939819181216,1.4175426329341998
auto,100,1.0,lrglshr,-0.000295453801805623,1.5972190151229622
auto,100,1.0,minisatpsm,-0.002265664941448531,1.3525786530293133
auto,100,1.0,mphaseSAT64,-0.001006934290699979,1.558930629735942
auto,100,1.0,precosat,-0.002900539775409605,1.5650885639326095
auto,100,1.0,qutersat,-0.00524626884409507,1.3575932197118576
auto,100,1.0,rcl,-0.004111725519601261,1.3375385932772468
auto,100,1.0,restartsat,-0.0018538757073360834,1.6152539287466317
auto,100,1.0,cryptominisat2011,-0.007646049112205455,1.531955812847638
auto,100,1.0,spear-sw,-0.0013460852318709637,1.541408477250729
auto,100,1.0,spear-hw,-0.0023357761670217414,1.4932425193234036
auto,100,1.0,eagleup,-0.0027399049052012625,1.2731445767874014
auto,100,1.0,sparrow,-0.00023135157779474724,1.5172923613161131
auto,100,1.0,marchrw,-5.72354258154828e-05,1.5084218151159328
auto,100,1.0,mphaseSATm,-0.004409642013184056,1.6007875445003612
auto,100,1.0,satime11,-0.0001975484281580009,1.4322754173521182
auto,100,1.0,tnm,-0.00012814870628208297,1.3897254564357608
auto,100,1.0,mxc09,-0.0018051125875897522,1.5597513369645952
auto,100,1.0,gnoveltyp2,-0.0003751764689194914,1.455163473301946
auto,100,1.0,sattime,-0.0005496452259816653,1.4453821242920883
auto,100,1.0,sattimep,-4.854020138722603e-06,1.4037711455182222
auto,100,1.0,clasp2,-0.0032422600643433608,1.4730093182545716
auto,100,1.0,clasp1,-0.001313007597300464,1.452288715893597
auto,100,1.0,picosat,-0.0018501620384641093,1.7120076874124113
auto,100,1.0,mphaseSAT,-0.004190702387713019,1.5964498711309085
auto,100,1.0,sapperlot,-0.0012392583361950926,1.5692265995169241
auto,100,1.0,sol,-5.871156258918653e-05,1.2714785407349403
auto,100,2,ebglucose,0.6134701199025918,0.7783591510735871
auto,100,2,ebminisat,0.6390655799651503,0.9729571984951988
auto,100,2,glucose2,0.6326932649805874,0.7763695719316986
auto,100,2,glueminisat,0.6780123406860485,0.9110891649151769
auto,100,2,lingeling,0.635106096596311,0.8556277298381335
auto,100,2,lrglshr,0.6105663644706163,0.9965912135207107
auto,100,2,minisatpsm,0.638783342429447,0.8119980520011754
auto,100,2,mphaseSAT64,0.6574526194867177,0.9119448445686364
auto,100,2,precosat,0.6240657685914932,0.9582215242440534
auto,100,2,qutersat,0.637326200080466,0.8154390715426064
auto,100,2,rcl,0.6372311355804883,0.8039523434240893
auto,100,2,restartsat,0.6548987818734051,0.9480076913552314
auto,100,2,cryptominisat2011,0.6351896429410732,0.921776889502594
auto,100,2,spear-sw,0.6527856806736334,0.9076626290316808
auto,100,2,spear-hw,0.6787627464558952,0.8453502470896859
auto,100,2,eagleup,0.7337665657860328,0.6560166654761745
auto,100,2,sparrow,0.7369355187095357,0.7781263941210592
auto,100,2,marchrw,0.7478194240524823,0.757471317798489
auto,100,2,mphaseSATm,0.7401422562910742,0.8142281096957915
auto,100,2,satime11,0.6464955215243131,0.8514930455159005
auto,100,2,tnm,0.68015141722183,0.7859110640922217
auto,100,2,mxc09,0.6318771125182934,0.945496998800446
auto,100,2,gnoveltyp2,0.6732890679007926,0.83159556564764
auto,100,2,sattime,0.6603241903480238,0.84216205131402
auto,100,2,sattimep,0.6510368430312836,0.8292491705944526
auto,100,2,clasp2,0.7031932621032522,0.8011972743093401
auto,100,2,clasp1,0.6798918637652052,0.8211384535088254
auto,100,2,picosat,0.6749297386369166,0.9751983196664447
auto,100,2,mphaseSAT,0.734979051175332,0.8201386714885771
auto,100,2,sapperlot,0.6324547969405429,0.9507626352263935
auto,100,2,sol,0.6838590622814269,0.7148857737803275
auto,100,5,ebglucose,0.5668127345631526,0.8239983465463616
auto,100,5,ebminisat,0.6035938276214519,1.0196468682909443
auto,100,5,glucose2,0.6294985175460235,0.779738601837458
auto,100,5,glueminisat,0.6312575311826676,0.974996031212627
auto,100,5,lingeling,0.5871266604847514,0.9101437004335524
auto,100,5,lrglshr,0.6054558408784665,1.0031090153224327
auto,100,5,minisatpsm,0.6436690052863484,0.8064879867477958
auto,100,5,mphaseSAT64,0.6516720920959702,0.9196072421701927
auto,100,5,precosat,0.589088283319488,1.0018074291230141
auto,100,5,qutersat,0.6205584713446408,0.8340764440372761
auto,100,5,rcl,0.6097896729116629,0.833805359228958
auto,100,5,restartsat,0.6297315103899088,0.9819672235596717
auto,100,5,cryptominisat2011,0.6191464081472574,0.941827275526788
auto,100,5,spear-sw,0.6308221390999653,0.9359302096857878
auto,100,5,spear-hw,0.6405278670426685,0.89424464085542
auto,100,5,eagleup,0.7147608633631097,0.6790287018316526
auto,100,5,sparrow,0.7098645170425634,0.8171832618966032
auto,100,5,marchrw,0.7388570286749845,0.7708139168231984
auto,100,5,mphaseSATm,0.7336302398302406,0.8243672304163933
auto,100,5,satime11,0.6487584566494411,0.848763282193966
auto,100,5,tnm,0.6842708205732138,0.7808336984329081
auto,100,5,mxc09,0.6096082740378888,0.9736750622077109
auto,100,5,gnoveltyp2,0.6722194550917489,0.8329557258896658
auto,100,5,sattime,0.6533593056155695,0.8507522985478572
auto,100,5,sattimep,0.6564189292020826,0.822829534236209
auto,100,5,clasp2,0.677155566654024,0.8356015492188495
auto,100,5,clasp1,0.6584611617812117,0.8481801069613356
auto,100,5,picosat,0.6231462572469629,1.0500034849776794
auto,100,5,mphaseSAT,0.7124998480616025,0.854213100084984
auto,100,5,sapperlot,0.6072738580094539,0.9827920434173766
auto,100,5,sol,0.6714319536596218,0.7288009815259204
auto,100,10,ebglucose,0.5452807834733354,0.8442287807933972
auto,100,10,ebminisat,0.5814331531262202,1.0477604447485447
auto,100,10,glucose2,0.6205267171013977,0.789122928379233
auto,100,10,glueminisat,0.6169759473130507,0.9936977167090281
auto,100,10,lingeling,0.5751040789589368,0.9232999847579771
auto,100,10,lrglshr,0.5425856784084058,1.0800782074641648
auto,100,10,minisatpsm,0.6273166976490934,0.8247856002450666
auto,100,10,mphaseSAT64,0.6110413401890995,0.9717621283536989
auto,100,10,precosat,0.5532639527022618,1.044565034252348
auto,100,10,qutersat,0.6085907047003913,0.8471279148316629
auto,100,10,rcl,0.5832494883698146,0.8616946043222103
auto,100,10,restartsat,0.5744915861582087,1.052671077659753
auto,100,10,cryptominisat2011,0.5760402767637582,0.9936982743702565
auto,100,10,spear-sw,0.5701015628514743,1.0099702334471552
auto,100,10,spear-hw,0.5820162239791526,0.9642806330989879
auto,100,10,eagleup,0.6967966414603713,0.7000846879885193
auto,100,10,sparrow,0.6972781236211317,0.8347202379549717
auto,100,10,marchrw,0.6974127497720727,0.8297278907011777
auto,100,10,mphaseSATm,0.6934263477426468,0.8843937682822084
auto,100,10,satime11,0.6340507594113403,0.8663513775905217
auto,100,10,tnm,0.651461181927536,0.8204021021925462
auto,100,10,mxc09,0.5657472163510799,1.0269163067563092
auto,100,10,gnoveltyp2,0.6322324575562681,0.8823015259598113
auto,100,10,sattime,0.6301820668142922,0.8787338203970444
auto,100,10,sattimep,0.6331219369618521,0.850268577248371
auto,100,10,clasp2,0.6455257839834975,0.8755781406368754
auto,100,10,clasp1,0.6192811681871242,0.8955095333809815
auto,100,10,picosat,0.5917994711177199,1.0928010549967497
auto,100,10,mphaseSAT,0.696978779848964,0.8769679251219883
auto,100,10,sapperlot,0.5586661010029058,1.0418384218982104
auto,100,10,sol,0.6273297124039592,0.7761732486371139
auto,200,0.2,ebglucose,0.3769062103346533,0.9882463319657204
auto,200,0.2,ebminisat,0.310908751830164,1.344367338424488
auto,200,0.2,glucose2,0.3900752688801158,1.000442612605834
auto,200,0.2,glueminisat,0.37868356589713514,1.265603563191734
auto,200,0.2,lingeling,0.32090926926605734,1.167254209263343
auto,200,0.2,lrglshr,0.33139231904645117,1.3058280855739677
auto,200,0.2,minisatpsm,0.3503760311239881,1.0889354158884816
auto,200,0.2,mphaseSAT64,0.3497855692269828,1.2564249415796824
auto,200,0.2,precosat,0.26710104491765163,1.3379258253473385
auto,200,0.2,qutersat,0.39054693981869193,1.057069534728873
auto,200,0.2,rcl,0.3430121528986192,1.081917064503267
auto,200,0.2,restartsat,0.3842624194683728,1.2662995284802796
auto,200,0.2,cryptominisat2011,0.3668674662717172,1.2143379031847217
auto,200,0.2,spear-sw,0.3507196747352336,1.2411999872604758
auto,200,0.2,spear-hw,0.3465938019494753,1.2056336383695996
auto,200,0.2,eagleup,0.39100588962657323,0.9921792073758839
auto,200,0.2,sparrow,0.2881664268121077,1.2799950010906282
auto,200,0.2,marchrw,0.38721284391025557,1.1807697091856384
auto,200,0.2,mphaseSATm,0.34152804558026306,1.2961250403701359
auto,200,0.2,satime11,0.31872683493638454,1.1820729697666739
auto,200,0.2,tnm,0.30378863233943443,1.159502641952809
auto,200,0.2,mxc09,0.3821470801190706,1.224915968773987
auto,200,0.2,gnoveltyp2,0.37301233348840546,1.152019500277017
auto,200,0.2,sattime,0.3203791008240199,1.191233013657892
auto,200,0.2,sattimep,0.3020111613060932,1.172787953079702
auto,200,0.2,clasp2,0.4243984593581386,1.1157414284409857
auto,200,0.2,clasp1,0.4184274797190819,1.106802095719451
auto,200,0.2,picosat,0.34712870590582834,1.3820320380504092
auto,200,0.2,mphaseSAT,0.31387328218277877,1.3196214118992267
auto,200,0.2,sapperlot,0.2836324968632554,1.3273475864667843
auto,200,0.2,sol,0.3725347460682903,1.0071429730235704
auto,200,0.4,ebglucose,0.2460698639047778,1.0870613412252914
auto,200,0.4,ebminisat,0.2784448505548833,1.3756702671101437
auto,200,0.4,glucose2,0.28327127658660023,1.0845047654991897
auto,200,0.4,glueminisat,0.2895691437898946,1.3533252233975834
auto,200,0.4,lingeling,0.2529275439560469,1.2242860746383804
auto,200,0.4,lrglshr,0.253247025147183,1.3800308821108365
auto,200,0.4,minisatpsm,0.2386258896831457,1.1788815070618213
auto,200,0.4,mphaseSAT64,0.27739746716474534,1.3245183726976322
auto,200,0.4,precosat,0.20731012129759063,1.3914308948727105
auto,200,0.4,qutersat,0.25562848541801986,1.1682298476692516
auto,200,0.4,rcl,0.23617822998976523,1.166571383540983
auto,200,0.4,restartsat,0.28556160985598467,1.364020842059446
auto,200,0.4,cryptominisat2011,0.2680415880273601,1.305676052541155
auto,200,0.4,spear-sw,0.2889144920793818,1.2989324151497788
auto,200,0.4,spear-hw,0.30169157174542893,1.2463711098016255
auto,200,0.4,eagleup,0.3948303376089708,0.9890588866268565
auto,200,0.4,sparrow,0.296083273451742,1.272857196723903
auto,200,0.4,marchrw,0.3889105010576621,1.179132980688817
auto,200,0.4,mphaseSATm,0.28321981682155384,1.352294416336244
auto,200,0.4,satime11,0.3044507258594126,1.1943939532099817
auto,200,0.4,tnm,0.26435530377035776,1.1918874353818272
auto,200,0.4,mxc09,0.3072595117922299,1.2970270404840079
auto,200,0.4,gnoveltyp2,0.36111218105400167,1.1629007095036852
auto,200,0.4,sattime,0.2813205655441826,1.2249855529893214
auto,200,0.4,sattimep,0.2819052987500603,1.1895593592137326
auto,200,0.4,clasp2,0.34121747513219447,1.1936407048760196
auto,200,0.4,clasp1,0.32524240726054865,1.1921802532342267
auto,200,0.4,picosat,0.3230641014329477,1.407272162693211
auto,200,0.4,mphaseSAT,0.28180334714764865,1.3501091373869007
auto,200,0.4,sapperlot,0.2337423946784104,1.3727900578302101
auto,200,0.4,sol,0.32440450470884663,1.0450562302274866
auto,200,0.6,ebglucose,0.12614936935641174,1.170326669051337
auto,200,0.6,ebminisat,0.11987564078799295,1.5193282258233456
auto,200,0.6,glucose2,0.11791181215986335,1.2031230940410131
auto,200,0.6,glueminisat,0.12997754847437182,1.4976367839022953
auto,200,0.6,lingeling,0.12417765340142495,1.3255910354837273
auto,200,0.6,lrglshr,0.11087401500773542,1.5058509102311441
auto,200,0.6,minisatpsm,0.09718684780203801,1.283719212891385
auto,200,0.6,mphaseSAT64,0.1681108553167392,1.4211534566646185
auto,200,0.6,precosat,0.0879746109895253,1.4924969412457996
auto,200,0.6,qutersat,0.13800032708893484,1.257149641623861
auto,200,0.6,rcl,0.10109090219186823,1.2655321734852554
auto,200,0.6,restartsat,0.10888605264606288,1.5233694268218225
auto,200,0.6,cryptominisat2011,0.09490467083889942,1.4519090005313917
auto,200,0.6,spear-sw,0.16366988273522476,1.4086870081416152
auto,200,0.6,spear-hw,0.1897171920933558,1.3425857830802481
auto,200,0.6,eagleup,0.31129320220858114,1.0551173391927324
auto,200,0.6,sparrow,0.23945119429882578,1.323069275196201
auto,200,0.6,marchrw,0.26322081214662363,1.2947295236228409
auto,200,0.6,mphaseSATm,0.16826859554545193,1.4566989588087422
auto,200,0.6,satime11,0.2416026757459666,1.2471883378380504
auto,200,0.6,tnm,0.22696936869825313,1.2217983633614433
auto,200,0.6,mxc09,0.12638593681757204,1.4565438136561049
auto,200,0.6,gnoveltyp2,0.35996709771792024,1.1639423807105251
auto,200,0.6,sattime,0.2506122758189492,1.2508828706928157
auto,200,0.6,sattimep,0.22853170296175185,1.2329750801359485
auto,200,0.6,clasp2,0.10684740728224307,1.389841952947746
auto,200,0.6,clasp1,0.11314096847434951,1.3667696629366501
auto,200,0.6,picosat,0.15113519336383419,1.5758816128576563
auto,200,0.6,mphaseSAT,0.16532616788040322,1.4554778052389132
auto,200,0.6,sapperlot,0.1144157558683182,1.4758141390656911
auto,200,0.6,sol,0.16025491089552857,1.165118297075679
auto,200,0.8,ebglucose,-0.00011735073713947664,1.2520278246919667
auto,200,0.8,ebminisat,-0.0008053765212381325,1.620146923685826
auto,200,0.8,glucose2,-0.0013559052365488267,1.2818827153318024
auto,200,0.8,glueminisat,-0.0013214861892612006,1.6066749996661565
auto,200,0.8,lingeling,-0.0022813211631422803,1.4180657435307102
auto,200,0.8,lrglshr,-0.0006974858287722707,1.5975399546454887
auto,200,0.8,minisatpsm,-0.0034950192368994326,1.3534079185927268
auto,200,0.8,mphaseSAT64,-0.001621193057883552,1.559408868155379
auto,200,0.8,precosat,-0.0024037740134112973,1.564700899012972
auto,200,0.8,qutersat,-0.00599138317879877,1.3580962679799928
auto,200,0.8,rcl,-0.0036334596743721193,1.3372200155726588
auto,200,0.8,restartsat,-0.0017314760698496912,1.6151552554075868
auto,200,0.8,cryptominisat2011,-0.007363030662444814,1.531740656837085
auto,200,0.8,spear-sw,-0.0009272354282618966,1.541086068158081
auto,200,0.8,spear-hw,-0.002322990343549325,1.4932329953711543
auto,200,0.8,eagleup,-0.0025641066963266734,1.2730329694075806
auto,200,0.8,sparrow,-9.362953440117394e-05,1.5171878995844919
auto,200,0.8,marchrw,-1.2096716035969735e-05,1.50838777257294
auto,200,0.8,mphaseSATm,-0.0036084633586308534,1.6001489740341805
auto,200,0.8,satime11,-0.0002259286203023514,1.4322957373195444
auto,200,0.8,tnm,-8.113064217418753e-05,1.3896927891377384
auto,200,0.8,mxc09,-0.0019513161764481701,1.5598651479847425
auto,200,0.8,gnoveltyp2,-0.0003185204216584747,1.4551222662729306
auto,200,0.8,sattime,-0.00032967945686013245,1.445223235591183
auto,200,0.8,sattimep,-1.293170809812949e-05,1.4037768150918928
auto,200,0.8,clasp2,-0.003641389517351268,1.4733022998024505
auto,200,0.8,clasp1,-0.0009124510136464536,1.451998206337304
auto,200,0.8,picosat,-0.0026716696182438326,1.7127094585699334
auto,200,0.8,mphaseSAT,-0.004197345050641621,1.59645515133357
auto,200,0.8,sapperlot,-0.0009374425200949776,1.5689900660908271
auto,200,0.8,sol,-0.00010044862548808098,1.2715050727902768
auto,200,1.0,ebglucose,-0.0007171287247853542,1.2524031937306328
auto,200,1.0,ebminisat,-0.0007921090391922458,1.6201361846640507
auto,200,1.0,glucose2,-0.0013624230047326602,1.2818868871755686
auto,200,1.0,glueminisat,-0.0010318413303309626,1.6064426073635363
auto,200,1.0,lingeling,-0.0018326648130586598,1.4177483199679568
auto,200,1.0,lrglshr,-0.0005900309399400339,1.5974541804283973
auto,200,1.0,minisatpsm,-0.0039025132888113045,1.3536826831352953
auto,200,1.0,mphaseSAT64,-0.0015095115615226806,1.5593219281165833
auto,200,1.0,precosat,-0.002025096600797971,1.5644053230821122
auto,200,1.0,qutersat,-0.006314609423106798,1.3583144294416731
auto,200,1.0,rcl,-0.0036347006004928684,1.3372208422642748
auto,200,1.0,restartsat,-0.0024052210957321574,1.6156983250479378
auto,200,1.0,cryptominisat2011,-0.006575286068126296,1.5311416392197146
auto,200,1.0,spear-sw,-0.0011204772996584733,1.541234824217961
auto,200,1.0,spear-hw,-0.001935821791201997,1.492944571029642
auto,200,1.0,eagleup,-0.0018667909548175654,1.2725901746107977
auto,200,1.0,sparrow,-0.00010097359037652964,1.517193470209119
auto,200,1.0,marchrw,-1.2624397750293781e-05,1.508388170542396
auto,200,1.0,mphaseSATm,-0.003468841110745746,1.600037663609927
auto,200,1.0,satime11,-0.000259260108802728,1.4323196020034183
auto,200,1.0,tnm,-0.0001638093919045236,1.3897502323211857
auto,200,1.0,mxc09,-0.0016065093028181376,1.5595967225144964
auto,200,1.0,gnoveltyp2,-0.0003933306848475926,1.45517667696427
auto,200,1.0,sattime,-0.00042965969859554143,1.4452954568604122
auto,200,1.0,sattimep,-1.4268327598543351e-05,1.40377775323718
auto,200,1.0,clasp2,-0.0030466903327754924,1.4728657387379265
auto,200,1.0,clasp1,-0.0009969660383974954,1.4520595069405018
auto,200,1.0,picosat,-0.0022704044020451786,1.71236671451696
auto,200,1.0,mphaseSAT,-0.0039885127635566064,1.5962891437669817
auto,200,1.0,sapperlot,-0.0006989398630516952,1.5688031260394724
auto,200,1.0,sol,-0.00025203269561502317,1.2716014294170523
auto,200,2,ebglucose,0.6076246785548556,0.7842225786414604
auto,200,2,ebminisat,0.6410428980326733,0.9702884478183509
auto,200,2,glucose2,0.6565336638487247,0.7507513964123369
auto,200,2,glueminisat,0.6713646010701741,0.9204462636706333
auto,200,2,lingeling,0.6293622336926943,0.8623357326699838
auto,200,2,lrglshr,0.6357154572220793,0.9638749559241802
auto,200,2,minisatpsm,0.6588702747211458,0.7890978948537082
auto,200,2,mphaseSAT64,0.6607919431154797,0.9074889104918746
auto,200,2,precosat,0.6237360105964486,0.9586416934124393
auto,200,2,qutersat,0.6440885987984628,0.8078009797267822
auto,200,2,rcl,0.6363773444355714,0.8048978545494015
auto,200,2,restartsat,0.6654526485872462,0.9333991750411885
auto,200,2,cryptominisat2011,0.6443967774969628,0.9100705894869926
auto,200,2,spear-sw,0.666091980987447,0.8901005420544563
auto,200,2,spear-hw,0.6843011405042336,0.8380312975320833
auto,200,2,eagleup,0.7480515625017015,0.638174445781612
auto,200,2,sparrow,0.7272030661653368,0.7923896279868757
auto,200,2,marchrw,0.7554184058465171,0.7459715458222416
auto,200,2,mphaseSATm,0.7478827403502795,0.8020095669129514
auto,200,2,satime11,0.6505969444287281,0.8465390461242986
auto,200,2,tnm,0.682198898413175,0.7833915569388037
auto,200,2,mxc09,0.6299206934925667,0.9480061298225451
auto,200,2,gnoveltyp2,0.6732449129020289,0.8316517588401572
auto,200,2,sattime,0.6438434936480198,0.8623504600956967
auto,200,2,sattimep,0.6453874609994735,0.8359345997244395
auto,200,2,clasp2,0.7079822977078155,0.7947072498959569
auto,200,2,clasp1,0.6939484380316638,0.8029071662088682
auto,200,2,picosat,0.6674101141345792,0.9864131269595514
auto,200,2,mphaseSAT,0.7367148210747507,0.8174484867465938
auto,200,2,sapperlot,0.642477978197941,0.9377090878357098
auto,200,2,sol,0.6852312189711481,0.7133326658272261
auto,200,5,ebglucose,0.5885449210061295,0.8030631787501837
auto,200,5,ebminisat,0.6156587278939156,1.0040101359200444
auto,200,5,glucose2,0.6266127770069181,0.7827693034300609
auto,200,5,glueminisat,0.6481587489490476,0.9523896047490937
auto,200,5,lingeling,0.5996531039515847,0.8962306254538853
auto,200,5,lrglshr,0.6074031724083961,1.0006304561527617
auto,200,5,minisatpsm,0.6323609130103378,0.8191849067833396
auto,200,5,mphaseSAT64,0.6529260097441283,0.9179505397573315
auto,200,5,precosat,0.5939483706743773,0.9958653326523745
auto,200,5,qutersat,0.6172452106367418,0.8377100818840046
auto,200,5,rcl,0.6128534627525049,0.830525540051039
auto,200,5,restartsat,0.6314084072933673,0.9797411005567722
auto,200,5,cryptominisat2011,0.6033177977045561,0.9611996267542882
auto,200,5,spear-sw,0.6212096545937889,0.948036572737703
auto,200,5,spear-hw,0.6386875787133353,0.8965307250657691
auto,200,5,eagleup,0.7298991347647013,0.6607642881006404
auto,200,5,sparrow,0.7147733206632423,0.8102408080222532
auto,200,5,marchrw,0.7390069477496344,0.7705926275067042
auto,200,5,mphaseSATm,0.7283803041616939,0.832451402163662
auto,200,5,satime11,0.6617145196876011,0.8329622585544735
auto,200,5,tnm,0.6955791856652087,0.7667227666507365
auto,200,5,mxc09,0.6148989699238117,0.9670547998662457
auto,200,5,gnoveltyp2,0.6561085740032049,0.853180666419625
auto,200,5,sattime,0.6506561218837807,0.8540630374953248
auto,200,5,sattimep,0.660892445473761,0.8174552543730688
auto,200,5,clasp2,0.6832924250693457,0.8276215884505446
auto,200,5,clasp1,0.6747385234012739,0.8277217144352053
auto,200,5,picosat,0.6475702205278462,1.0154080991857788
auto,200,5,mphaseSAT,0.7283737993230419,0.83029613762453
auto,200,5,sapperlot,0.6040235320153364,0.9868506124043535
auto,200,5,sol,0.6614718504124859,0.7397648293573498
auto,200,10,ebglucose,0.5545034976545189,0.8356235077726882
auto,200,10,ebminisat,0.5661495558256702,1.0667179638623927
auto,200,10,glucose2,0.5915045831432733,0.8187431021723894
auto,200,10,glueminisat,0.5913987662281156,1.026339645484402
auto,200,10,lingeling,0.5444297355323497,0.9560469760607508
auto,200,10,lrglshr,0.5658459062212722,1.0522580930091134
auto,200,10,minisatpsm,0.5913425354500206,0.8636759385575259
auto,200,10,mphaseSAT64,0.6302449552819739,0.9474696366051383
auto,200,10,precosat,0.5666400169792295,1.0288081318651803
auto,200,10,qutersat,0.5936675442721416,0.863125965726234
auto,200,10,rcl,0.5880690342993448,0.8566975456495446
auto,200,10,restartsat,0.5837722262366655,1.0411280390740094
auto,200,10,cryptominisat2011,0.5773659211022395,0.9921435018720204
auto,200,10,spear-sw,0.5824282127639698,0.9953852827005991
auto,200,10,spear-hw,0.6107423812842068,0.930555526257035
auto,200,10,eagleup,0.6925011510619287,0.7050263071330484
auto,200,10,sparrow,0.6910872395614702,0.8432123602360153
auto,200,10,marchrw,0.692439985521835,0.8365180430879495
auto,200,10,mphaseSATm,0.6971718906420692,0.8789746549236995
auto,200,10,satime11,0.6479334488124184,0.8497594992850367
auto,200,10,tnm,0.6574422900635566,0.8133323766418271
auto,200,10,mxc09,0.5606344234844537,1.0329439553933195
auto,200,10,gnoveltyp2,0.6241967638176846,0.8918885516963977
auto,200,10,sattime,0.6220200878896172,0.8883778423902284
auto,200,10,sattimep,0.6296432177379387,0.8542901684152953
auto,200,10,clasp2,0.6498336651964436,0.8702414808213639
auto,200,10,clasp1,0.6496869857571618,0.8590059457798795
auto,200,10,picosat,0.6037981364160705,1.0766203415104194
auto,200,10,mphaseSAT,0.6958367900423377,0.8786188765510282
auto,200,10,sapperlot,0.5561057023421963,1.0448561642260776
auto,200,10,sol,0.6259271662687931,0.7776324425866485
auto,500,0.2,ebglucose,0.38417281117847335,0.9824669037887914
auto,500,0.2,ebminisat,0.3168213042804239,1.33858743174788
auto,500,0.2,glucose2,0.38757191728477625,1.0024935993431772
auto,500,0.2,glueminisat,0.37529400755724285,1.2690510836810114
auto,500,0.2,lingeling,0.33105269296744455,1.1585039057611366
auto,500,0.2,lrglshr,0.31659058418255936,1.3202032679217228
auto,500,0.2,minisatpsm,0.34920842011557107,1.089913583441331
auto,500,0.2,mphaseSAT64,0.34324824417592303,1.2627252601717764
auto,500,0.2,precosat,0.27125825020797445,1.3341258867093724
auto,500,0.2,qutersat,0.4085655333696676,1.04132606794432
auto,500,0.2,rcl,0.35337255168488957,1.0733524960983385
auto,500,0.2,restartsat,0.39145246360955754,1.2588844498462488
auto,500,0.2,cryptominisat2011,0.3781037744526491,1.2035141372342992
auto,500,0.2,spear-sw,0.3424885174416328,1.249042775632963
auto,500,0.2,spear-hw,0.3223188611679759,1.2278248847097633
auto,500,0.2,eagleup,0.3989244528866479,0.9857076008074956
auto,500,0.2,sparrow,0.3009452800093385,1.268453718853838
auto,500,0.2,marchrw,0.38946621217988453,1.1785967201656518
auto,500,0.2,mphaseSATm,0.338687173492646,1.298917993420868
auto,500,0.2,satime11,0.323030420193528,1.1783334924215834
auto,500,0.2,tnm,0.2977018811857952,1.1645601904550906
auto,500,0.2,mxc09,0.37362497885370827,1.233334726453355
auto,500,0.2,gnoveltyp2,0.37765395002141056,1.1477473540327565
auto,500,0.2,sattime,0.3085545878102117,1.201551272822157
auto,500,0.2,sattimep,0.31871082077080404,1.158673309181412
auto,500,0.2,clasp2,0.43641772824596337,1.104030946212731
auto,500,0.2,clasp1,0.4151289899880697,1.1099363681840708
auto,500,0.2,picosat,0.3644656025072779,1.3635587501720698
auto,500,0.2,mphaseSAT,0.31621409180960947,1.3173684595337214
auto,500,0.2,sapperlot,0.29682083337528575,1.3150725837575312
auto,500,0.2,sol,0.3792896292735728,1.0017071804747624
auto,500,0.4,ebglucose,0.24796515285471576,1.0856941112178335
auto,500,0.4,ebminisat,0.269373018441195,1.3842911385081165
auto,500,0.4,glucose2,0.27040208735268967,1.0941978356320075
auto,500,0.4,glueminisat,0.28758360155958873,1.3552150691747644
auto,500,0.4,lingeling,0.2626667406891884,1.2162797035331014
auto,500,0.4,lrglshr,0.2495606307418896,1.3834329944893593
auto,500,0.4,minisatpsm,0.23539245950316146,1.1813821125516082
auto,500,0.4,mphaseSAT64,0.28816652938845944,1.3146115678762822
auto,500,0.4,precosat,0.20131369077055794,1.3966838312080792
auto,500,0.4,qutersat,0.25870733292445114,1.165811345321506
auto,500,0.4,rcl,0.2317388758738318,1.1699565452348344
auto,500,0.4,restartsat,0.3010494316454665,1.3491549959937086
auto,500,0.4,cryptominisat2011,0.2820527737306804,1.2931190111048454
auto,500,0.4,spear-sw,0.29830721490856704,1.2903251032044585
auto,500,0.4,spear-hw,0.3163846507106155,1.2331889783184262
auto,500,0.4,eagleup,0.38038540511043695,1.0007933125513582
auto,500,0.4,sparrow,0.29320052292987775,1.2754609000674666
auto,500,0.4,marchrw,0.37688002935294385,1.1906831607766886
